Código-Actividades;Titulo-Actividades;Código-NIC
566009;Enseñar a los padres/cuidador a evitar la alimentación forzada porque el apetito puede estar disminuido.;5660
566107;Enseñar a los padres/cuidador a evitar las bebidas de fruta y la leche aromatizada.;5661
564207;Enseñar a los padres/cuidador a evitar los postres dulces y las bebidas carbonatadas.;5642
564105;Enseñar a los padres/cuidador a evitar zumos o bebidas azucaradas.;5641
566505;Enseñar a los padres/cuidador a guardar las armas y objetos similares bajo llave.;5665
566603;Enseñar a los padres/cuidador a guardar los objetos afilados, aparatos eléctricos y elementos de la cocina fuera del alcance del niño.;5666
566208;Enseñar a los padres/cuidador a hacer que el niño participe en la preparación de la comida.;5662
566211;Enseñar a los padres/cuidador a incluir todos los grupos de alimentos.;5662
566602;Enseñar a los padres/cuidador a instalar un asiento adecuado y utilizado de acuerdo con las instrucciones del fabricante.;5666
564502;Enseñar a los padres/cuidador a instalar y utilizar la silla para el coche de acuerdo con las instrucciones del fabricante.;5645
564202;Enseñar a los padres/cuidador a introducir alimentos con los dedos cuando el bebé pueda sentarse.;5642
564102;Enseñar a los padres/cuidador a introducir alimentos sólidos (en forma de purés) sin añadir salo azúcar.;5641
564209;Enseñar a los padres/cuidador a introducir cantidades limitadas de zumo diluido en una taza.;5642
564103;Enseñar a los padres/cuidador a introducir cereales para bebés reforzados con hierro.;5641
566005;Enseñar a los padres/cuidador a introducir productos lácteos.;5660
564104;Enseñar a los padres/cuidador a introducir un nuevo alimento cada vez.;5641
566108;Enseñar a los padres/cuidador a leer las etiquetas del contenido nutricional.;5661
566207;Enseñar a los padres/cuidador a limitar el contenido graso de los alimentos.;5662
566103;Enseñar a los padres/cuidador a limitar los líquidos antes de las comidas.;5661
564806;Enseñar a los padres/cuidador a mantener alejado al bebé de estanques, piscinas, váter y recipientes con líquido para evitar que se ahogue.;5648
566705;Enseñar a los padres/cuidador a mantener las cerillas/encendedores fuera del alcance del niño y enseñarle los peligros del fuego y pastillas para encender fuego.;5667
564512;Enseñar a los padres/cuidador a mantener los animales de compañía a una distancia prudencial del bebé.;5645
564703;Enseñar a los padres/cuidador a mantener los elementos peligrosos fuera del alcance del bebé.;5647
566605;Enseñar a los padres/cuidador a mantener todos los productos de limpieza, medicamentos y productos de aseo personal fuera del alcance del niño.;5666
564513;Enseñar a los padres/cuidador a no agitar, sacudir o balancear al bebé en el aire.;5645
564603;Enseñar a los padres/cuidador a no dejar al bebé nunca desatendido en el baño, el carro del supermercado, en una silla alta, sobre el sofá, etc.;5646
566104;Enseñar a los padres/cuidador a ofrecer alimentos ricos en hierro y proteínas.;5661
566003;Enseñar a los padres/cuidador a ofrecer alimentos sólidos con textura.;5660
566209;Enseñar a los padres/cuidador a ofrecer cereales enriquecidos con hierro, evitando los cereales con un alto contenido de azúcar.;5662
566007;Enseñar a los padres/cuidador a ofrecer raciones pequeñas y comidas frecuentes.;5660
564302;Enseñar a los padres/cuidador a ofrecer tres comidas principales y tentempiés saludables.;5643
564206;Enseñar a los padres/cuidador a ofrecerle líquidos después de los alimentos sólidos.;5642
564306;Enseñar a los padres/cuidador a permitir que el bebé coma solo con la cuchara.;5643
566510;Enseñar a los padres/cuidador a poner la temperatura del calentador del agua de casa entre 49 y 54,5º C.;5665
564510;Enseñar a los padres/cuidador a prevenir caídas.;5645
566709;Enseñar a los padres/cuidador a prevenir el acceso del niño a ventanas de pisos superiores, balcones y escaleras.;5667
564704;Enseñar a los padres/cuidador a profvee de barreras las zonas peligrosas.;5647
566006;Enseñar a los padres/cuidador a proporcionar tentempiés saludables.;5660
566708;Enseñar a los padres/cuidador a proporcionar un casco homologado para ir en bicicleta y enseñarle que debe llevarlo siempre.;5667
564802;Enseñar a los padres/cuidador a proteger los muebles de cristal, los bordes afilados, los muebles inestables y los aparatos eléctricos.;5648
564607;Enseñar a los padres/cuidador a quitar todos los objetos pequeños al alcance del bebé.;5646
566004;Enseñar a los padres/cuidador a seguir utilizando la cuchara y comer solo.;5660
566205;Enseñar a los padres/cuidador a ser creativo en la preparación de las comidas en caso de niños maniáticos.;5662
564508;Enseñar a los padres/cuidador a sujetar al bebé mientras se le alimenta, evitando apoyar el biberón y comprobando la temperatura de la leche de fórmula.;5645
566502;Enseñar a los padres/cuidador a supervisar al niño cuando esté al aire libre.;5665
564705;Enseñar a los padres/cuidador a supervisar la actividad del bebé continuamente.;5647
566704;Enseñar a los padres/cuidador a supervisar y enseñar sobre el uso seguro de grandes juguetes de saltar y montar.;5667
566204;Enseñar a los padres/cuidador a tomar tentempiés saludables entre comidas.;5662
566509;Enseñar a los padres/cuidador a utilizar los quemadores traseros de la cocina, instalar protecciones en los tiradores y/o limitar el acceso del niño a la cocina.;5665
564804;Enseñar a los padres/cuidador a utilizar pestillos a prueba de niños en los armarios.;5648
564504;Enseñar a los padres/cuidador a utilizar sólo cunas seguras.;5645
564605;Enseñar a los padres/cuidador a utilizar una silla alta segura cuando el bebé pueda sentarse.;5646
564506;Enseñar a los padres/cuidador a utilizar y mantener correctamente todo el equipo (p. ej., hamacas, cochecitos, parques, cunas portátiles).;5645
566710;Enseñar a los padres/cuidador a vigilar estrechamente al niño en lugares públicos.;5667
566706;Enseñar a los padres/cuidador a vigilar siempre al niño en piscinas, estanques, bañeras calientes.;5667
565605;Enseñar a los padres/cuidadores a realizar actividades que favorezcan el movimiento y/o proporcionen estimulación sensorial.;5656
180009;Enseñar a los padres/familia a fomentar la independencia, para intervenir solamente cuando el paciente no pueda realizar la acción dada.;1800
014009;Enseñar a no dormir en la posición de decúbito prono.;0140
474016;Enseñar a no prestar atención a puntuación, ortografía, estructura de frases y/o gramática.;4740
827440;Enseñar a planificar animando al niño a adivinar lo que sucederá a continuación y disponer que el niño dé una lista de las posibles opciones, etc.;8274
827426;Enseñar a que obedezca instrucciones.;8274
020122;Enseñar a realizar tres sesiones de entrenamiento a la semana con cada grupo muscular hasta que se consigan los objetivos de entrenamiento y después incluirlo en un programa de mantenimiento.;0201
145023;Enseñar a realizar una alimentación alta en hidratos de carbono y baja en lípidos, según sea conveniente.;1450
531005;Enseñar a reconocer la realidad estudiando la situación y haciendo planes para casos de emergencia;5310
020120;"Enseñar a reconocer señales/síntomas de tolerancia/ intolerancia al ejercicio durante y después de las sesiones del mismo (p.ej; mareo; más dolor del habitual en músculo, esqueleto o articulación; debilidad; fatiga extrema; angina; sudación excesiva; palpitaciones).";0201
128026;Enseñar a seleccionar las comidas, en restaurantes y reuniones sociales, que sean coherentes con la ingesta nutritiva y calórica planificada.;1280
314009;Enseñar a toser de manera efectiva.;3140
409024;Enseñar a un miembro de la familia la resucitación cardiopulmonar, si se considera oportuno.;4090
063007;Enseñar a vaciar la vejiga y el intestino.;0630
521002;Enseñar acerca del desarrollo y comportamiento normal , si procede.;5210
213026;Enseñar al apciente los posibles cambios en los síntomas de la hipoglucemia con la terapia intensiva y la normalización de los niveles de glucosa en sangre.;2130
676007;Enseñar al asistente medidas de alivio del paciente durante el parto (frotar la espalda, presión en la espalda y posición).;6760
321014;Enseñar al cliente a identificar y evitar desencadenantes, si es posible.;3210
321009;Enseñar al cliente/familia las medicaciones antiinflamatorias y broncodilatadoras y su uso adecuado.;3210
704022;Enseñar al cuidador estrategias de mantenimiento de cuidados sanitarios para sostener la propia salud física y mental.;7040
704026;Enseñar al cuidador estrategias para acceder y sacar máximo provecho de los recursos de cuidados sanitarios y comunitarios.;7040
704013;Enseñar al cuidador la terapia del paciente de acuerdo con las preferencias del paciente.;7040
704018;Enseñar al cuidador técnicas de manejo del estrés.;7040
728017;Enseñar al hermano las maneras correctas de relacionarse con el hermano o hermana afectado.;7280
056002;Enseñar al individuo a ajustar y luego relajar el anillo muscular alrededor de la uretra y del ano, como si intentara evitar orinar o el movimiento intestinal.;0560
423427;Enseñar al individuo a aumentar la ingesta de líquidos durante los 2 días siguientes a la donación.;4234
560326;"Enseñar al individuo a cambiarse de zapatos dos veces cada día (p.ej; a las 12:00 y a las 17:00 h) para evitar presión local repetitiva.";5603
423421;Enseñar al individuo a comer y a beber líquidos inmediatamente después de la donación.;4234
423417;Enseñar al individuo a elevar el brazo y aplicar presión firme durante 2 o 3 minutos después de finalizar  el proceso de donación de sangre o de productos sanguíneos.;4234
056003;Enseñar al individuo a evitar contraer los músculos abdominales, muslos y glúteos, los que participan en la respiración o estirarse durante la realización de ejercicios.;0560
423426;Enseñar al individuo a evitar fumar durante 1 hora y a consumir bebidas alcohólicas durante 3 horas después de la donación.;4234
358209;Enseñar al individuo a evitar la exposición de la zona donante a temperatura extremas, traumatismos externos y luz solar.;3582
423425;Enseñar al individuo a evitar levantar pesos durante varias horas después de la donación.;4234
423428;Enseñar al individuo a ingerir comidas bien equilibradas durante las 2 semanas siguientes a la donación.;4234
423424;Enseñar al individuo a mantener el vendaje de presión durante varias horas después de la donación.;4234
358208;Enseñar al individuo a mantener la zona donante suave y flexible con crema (p.ej lanolina, aceite de oliva).;3582
560325;Enseñar al individuo a mirar diariamente si dentro de los zapatos hay objetos extraños, partes de forro rotas o zonas con arrugas.;5603
180512;Enseñar al individuo a no fumar en la cama o mientras se está reclinado o después de tomar medicación que altere la concentración.;1805
423419;Enseñar al individuo a permanecer en posición acostada durante 1 o 2 minutos, o más si se nota desfallecimiento o debilidad.;4234
