Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
185524;Efectos adversos del uso de drogas sobre la salud.;15;1855
185525;Relación entre dieta, ejercicio y peso.;15;1855
185526;Estrategias para evitar la exposición a riesgos ambientales.;15;1855
185527;Riesgo de enfermedad hereditaria.;15;1855
185528;Fuentes acreditadas de información.;15;1855
182401;Dieta recomendada.;15;1824
182402;Proceso específico de la enfermedad.;15;1824
182403;Técnicas de conservación de la energía.;15;1824
182404;Prevención y control de la infección.;15;1824
182405;Uso correcto de la medicación prescrita.;15;1824
182406;Actividad y ejercicio prescrito.;15;1824
182407;Procedimiento terapéutico.;15;1824
182408;Régimen terapéutico.;15;1824
182409;Recursos sanitarios.;15;1824
182601;Crecimiento y el desarrollo normal.;15;1826
182602;Conducta normal del niño.;15;1826
182603;Necesidades de seguridad.;15;1826
182604;Prevención de lesiones.;15;1826
182605;Necesidades nutricionales.;15;1826
182606;Necesidades de cuidados físicos.;15;1826
182607;Necesidades psicológicas.;15;1826
182608;Necesidades emocionales.;15;1826
182609;Necesidades de estimulación.;15;1826
182610;Necesidades de socialización.;15;1826
182611;Necesidades espirituales.;15;1826
182612;Necesidades de guía moral.;15;1826
182613;Necesidades de supervisión de salud.;15;1826
182614;Prevención de enfermedades.;15;1826
182615;Control de problemas de salud comunes.;15;1826
182616;Descripción de las expectativas adecuadas a la edad.;15;1826
182618;Necesidades de cuidados básicos.;15;1826
182619;Estrategias de comunicación eficaz.;15;1826
182620;Métodos de disciplina adecuados para la edad de desarrollo.;15;1826
182621;Métodos de disciplina adecuados para una conducta inaceptable.;15;1826
182622;Medidas de seguridad para vehículos a motor.;15;1826
182623;Estrategias para controlar factores de riesgo ambientales.;15;1826
182624;Estrategias para prevenir el uso de tabaco.;15;1826
182625;Estrategias para prevenir el uso de alcohol.;15;1826
182626;Estrategias para prevenir el uso de drogas recreativas.;15;1826
182627;Estrategias para prevenir la exposición a productos químicos tóxicos.;15;1826
182628;Grupos de apoyo disponibles.;15;1826
182701;Curvas naturales de la columna vertebral.;15;1827
182702;Postura de pie correcta.;15;1827
182703;Postura sentada correcta.;15;1827
182704;Postura tumbada correcta.;15;1827
182705;Postura de elevación correcta.;15;1827
182706;Ejercicios para mejorar la postura.;15;1827
182707;Ejercicios para aumentar la flexibilidad muscular.;15;1827
182708;Ejercicios para aumentar la movilidad articular.;15;1827
182709;Ejercicios para aumentar la fuerza muscular.;15;1827
182710;Ejercicios para fortalecer los músculos abdominales inferiores.;15;1827
182711;Posibles causas posicionales de dolor muscular o articular en la posición sentado.;15;1827
182712;Posibles causas posicionales de dolor muscular o articular en la posición tumbado.;15;1827
182713;Posibles causas posicionales de dolor muscular o articular en la posición de elevación.;15;1827
182714;Síntomas comunes de lesión de espalda.;15;1827
182715;Actividades personales de riesgo.;15;1827
182801;Uso correcto de dispositivos de ayuda.;15;1828
182802;Uso correcto de los mecanismos de seguridad.;15;1828
182803;Calzado adecuado.;15;1828
182804;Uso correcto de barras para asirse.;15;1828
182805;Uso correcto de puertas infantiles.;15;1828
182806;Uso correcto de protectores de ventanas.;15;1828
182807;Uso correcto de la iluminación ambiental.;15;1828
182808;Cuándo pedir ayuda personal.;15;1828
182809;Uso de procedimientos seguros de traslado.;15;1828
182810;Motivo de restricciones.;15;1828
182811;Ejercicios para reducir el riesgo de caídas.;15;1828
182812;Medicaciones prescritas que aumentan el riesgo de caídas.;15;1828
182813;Condiciones crónicas que aumentan el riesgo de caídas.;15;1828
182814;Enfermedades agudas que aumentan el riesgo de caídas.;15;1828
182815;Cambios en la presión sanguínea que aumentan el riesgo de caídas.;15;1828
182816;Fármacos sin receta que aumentan el riesgo de caídas.;15;1828
182817;Cómo deambular de manera segura.;15;1828
182818;Importancia de mantener el camino libre.;15;1828
182819;Uso adecuado de taburetes y escaleras.;15;1828
182820;Uso de esterillas de goma.;15;1828
182821;Cómo mantener las superficies del suelo seguras.;15;1828
182901;Funcionamiento de la ostomía.;15;1829
182902;Propósito de la ostomía.;15;1829
182903;Cuidados de la piel alrededor de la ostomía.;15;1829
182904;Técnica de irrigación.;15;1829
182905;Cómo medir un estoma.;15;1829
182907;Complicaciones relacionadas con el estoma.;15;1829
182908;Programa para cambiar la bolsa de la ostomía.;15;1829
182909;Materiales necesarios para cambiar la ostomía.;15;1829
182910;Identificación de los alimentos flatulentos;15;1829
182911;Descripción de las modificaciones en la dieta;15;1829
182912;Necesidades para la ingesta adecuada de líquidos.;15;1829
182913;Mecanismos de control del olor.;15;1829
182914;Modificaciones en las actividades diarias.;15;1829
182915;Procedimiento para cambiar la bolsa de ostomía.;15;1829
182916;Procedimiento para vaciar la bolsa de ostomía.;15;1829
182917;Grupos de apoyo disponibles.;15;1829
183001;Curso habitual del proceso de la enfermedad.;15;1830
183002;Síntomas de inicio de la enfermedad.;15;1830
183003;Síntomas de empeoramiento de la enfermedad.;15;1830
183004;Beneficios del control de la enfermedad.;15;1830
183005;Estrategias para controlar factores de riesgo.;15;1830
183006;Importancia de completar el programa de rehabilitación cardíaca recomendado.;15;1830
183007;Rol de los cuidadores familiares en el plan de tratamiento.;15;1830
183008;Métodos para medir la presión sanguínea.;15;1830
183009;Estrategias para limitar la ingesta de sodio.;15;1830
183010;Fundamento para seguir una dieta baja en grasas y baja en colesterol.;15;1830
183011;Estrategias para seguir la dieta.;15;1830
183012;Estrategias para limitar la ingesta de líquidos.;15;1830
183013;Fundamento para controlar el peso.;15;1830
183014;Importancia de restringir el alcohol.;15;1830
183015;Importancia de la abstinencia de tabaco.;15;1830
183017;Importancia de ejercicio regular.;15;1830
183018;Técnicas de conservación de energía.;15;1830
183019;Pautas para la actividad sexual.;15;1830
183020;Dificultades sexuales.;15;1830
183021;Efectos de las medicaciones.;15;1830
183022;Estrategias para controlar el estrés.;15;1830
183023;Importancia de obtener vacunas de la gripe y de la neumonía.;15;1830
183025;Opciones de ayuda en caso de urgencias médicas.;15;1830
183026;Importancia del aprendizaje de la familia de la reanimación cardiopulmonar.;15;1830
183027;Influencias culturales que afectan al seguimiento del plan terapéutico.;15;1830
183028;Métodos para reducir los efectos secundarios de la medicación.;15;1830
183029;Métodos para monitorizar la frecuencia cardíaca.;15;1830
183030;Actividad laboral recomendada.;15;1830
183031;Nivel de actividad recomendado.;15;1830
183032;Actividades de ocio recomendadas.;15;1830
183033;Efectos secundarios de la medicación.;15;1830
183034;Efectos adversos de la medicación.;15;1830
183035;Cuándo obtener ayuda de un profesional sanitario.;15;1830
183036;Grupos de apoyo disponibles.;15;1830
183037;Fuentes acreditadas de información sobre la enfermedad cardíaca.;15;1830
183101;Causa y factores contribuyentes.;15;1831
183102;Curso habitual del proceso de la enfermedad.;15;1831
183103;Signos y síntomas de la enfermedad precoz.;15;1831
183104;Signos y síntomas de empeoramiento de la enfermedad.;15;1831
183105;Cambios potenciales del cuerpo por la enfermedad.;15;1831
183106;Beneficios del manejo de la enfermedad.;15;1831
183107;Estrategias para equilibrar actividad y reposo.;15;1831
183108;Técnicas de conservación de la energía.;15;1831
183109;Beneficios del ejercicio.;15;1831
183110;Modificación de las actividades diarias.;15;1831
183111;Factores que disminuyen la capacidad de realizar la actividad.;15;1831
183112;Rutina efectiva de ejercicio.;15;1831
183113;Estrategias para proteger las articulaciones.;15;1831
183114;Estrategias para manejar el dolor.;15;1831
183115;Opciones de tratamiento quirúrgico.;15;1831
183116;Opciones de tratamiento médico.;15;1831
183117;Efectos terapéuticos de la medicación.;15;1831
183118;Efectos secundarios de la medicación.;15;1831
183119;Efectos adversos de la medicación.;15;1831
183120;Cuándo obtener ayuda de un profesional sanitario.;15;1831
183121;Creencias en salud que afectan al seguimiento del plan de tratamiento.;15;1831
183122;Efectos del sobrepeso.;15;1831
183123;Modificaciones de la dieta.;15;1831
183124;Uso correcto de dispositivos de ayuda.;15;1831
183125;Medidas de seguridad en casa.;15;1831
183126;Medidas de prevención de caídas.;15;1831
183127;Grupos de apoyo disponibles.;15;1831
183128;Fuentes acreditadas de información de la artritis.;15;1831
183201;Signos y síntomas del asma.;15;1832
183202;Beneficios del manejo de la enfermedad.;15;1832
183203;Causa y factores contribuyentes.;15;1832
183204;Curso habitual del proceso de la enfermedad.;15;1832
183205;Complicaciones potenciales del asma.;15;1832
183206;Estrategias para manejar el asma.;15;1832
183207;Objetivos del manejo del asma.;15;1832
183208;Importancia del acceso continuado al inhalador.;15;1832
183209;Efectos sobre el estilo de vida.;15;1832
183210;Relación entre el estrés físico y emocional y el trastorno.;15;1832
183211;Importancia de seguir el régimen terapéutico.;15;1832
183212;Importancia de seguir el régimen farmacológico.;15;1832
183213;Acciones que se deben emprender en una emergencia.;15;1832
183214;Opciones de ayuda en emergencias médicas.;15;1832
183215;Técnica adecuada para medir el flujo respiratorio máximo.;15;1832
183216;Cuándo utilizar el espirómetro.;15;1832
183217;Condiciones que provocan el asma.;15;1832
183218;Estrategias para manejar factores de riego ambiental controlables.;15;1832
183219;Beneficios del control continuado.;15;1832
183220;Técnicas de respiración efectivas.;15;1832
183221;Nivel de actividad recomendado.;15;1832
183222;Restricciones en la actividad.;15;1832
183223;Recomendaciones de actividades de ocio.;15;1832
183224;Identificación de la medicación utilizada para el asma.;15;1832
183225;Estrategias para equilibrar actividad y reposo.;15;1832
183226;Efectos terapéuticos de la medicación.;15;1832
183227;Efectos secundarios de la medicación.;15;1832
183228;Efectos adversos de la medicación.;15;1832
183229;Cuándo obtener ayuda de un profesional sanitario.;15;1832
183230;Cuándo obtener un tratamiento de emergencia.;15;1832
183231;Grupos de apoyo disponibles.;15;1832
183232;Recursos comunitarios disponibles.;15;1832
183233;Fuentes acreditadas de información del asma.;15;1832
183301;Resultados anómalos en la detección.;15;1833
183302;Signos y síntomas del cáncer.;15;1833
183303;Diagnóstico específico del cáncer.;15;1833
183304;Causa y factores contribuyentes.;15;1833
183305;Curso habitual del proceso de la enfermedad.;15;1833
183306;Estadios del cáncer.;15;1833
183307;Signos y síntomas de recidivas.;15;1833
183308;Opciones terapéuticas disponibles.;15;1833
183309;Tratamientos alternativos o complementarios.;15;1833
183310;Objetivo de diferentes opciones terapéuticas.;15;1833
183311;Beneficios de diferentes opciones terapéuticas.;15;1833
183312;Pruebas y procedimientos incluidos en el régimen terapéutico.;15;1833
183313;Pasos en el régimen terapéutico.;15;1833
183314;Efectos terapéuticos de la medicación.;15;1833
183315;Efectos adversos de la medicación.;15;1833
183316;Efectos secundarios de la medicación.;15;1833
183317;Complicaciones potenciales del tratamiento.;15;1833
183318;Signos y síntomas de complicaciones del tratamiento.;15;1833
183319;Precauciones para prevenir las complicaciones del tratamiento.;15;1833
183320;Responsabilidades de cuidados propios para el tratamiento en curso.;15;1833
183321;Efectos físicos del tratamiento del cáncer.;15;1833
183322;Efectos sobre el estilo de vida.;15;1833
183323;Efectos sobre el trabajo.;15;1833
183324;Efectos sobre la sexualidad.;15;1833
183325;Estrategias para afrontar los efectos adversos de la enfermedad.;15;1833
183326;Tasa de supervivencia.;15;1833
183327;Cuestiones de cuidados personales durante la recuperación.;15;1833
183328;Importancia de una actitud positiva para frontar el cáncer.;15;1833
183329;Fuentes acreditadas de información del cáncer.;15;1833
183330;Recursos comunitarios disponibles.;15;1833
183331;Grupos de apoyo disponibles.;15;1833
183332;Recursos económicos de ayuda.;15;1833
183333;Creencias sobre la salud que afectan el seguimiento del régimen terapéutico.;15;1833
183334;Beneficios del manejo de la enfermedad.;15;1833
183401;Signos de advertencia de cáncer.;15;1834
183402;Causa y factores contribuyentes.;15;1834
183403;Pruebas genéticas.;15;1834
183404;Detecciones recomendadas del cáncer.;15;1834
183405;Procedimientos de detección del cáncer.;15;1834
183406;Autoexploraciones recomendadas para la detección del cáncer.;15;1834
183407;Importancia de mantener un sueño adecuado.;15;1834
183408;Importancia del ejercicio regular.;15;1834
183409;Importancia de la detección oral.;15;1834
183410;Recomendaciones dietéticas para reducifr el riesgo.;15;1834
183411;Uso correcto de los suplementos nutricionales.;15;1834
183412;Uso correcto de la medicación prescrita.;15;1834
183413;Estrategias para evitar la exposición a cancinógenos.;15;1834
183414;Estrategias para proteger la piel de la exposición solar.;15;1834
183415;Estrategias para prevenir el cáncer de cuello uterino.;15;1834
